1899,http://web.mta.info/nyct/service/,4th Ave & 9th St at NW corner,POINT( -73.98877800 40.67053800),F-G-R
1612,http://web.mta.info/nyct/service/,4th Ave & Bay Ridge Ave at NE corner,POINT( -74.02333900 40.63476800),R
1611,http://web.mta.info/nyct/service/,4th Ave & Bay Ridge Ave at NW corner,POINT( -74.02358000 40.63482700),R
1683,http://web.mta.info/nyct/service/,4th Ave & East 8th St at NE corner,POINT( -73.99083800 40.73008400),6
1586,http://web.mta.info/nyct/service/,4th Ave & Pacific St at NE corner,POINT( -73.97848700 40.68380500),2-3-4-5-B-D-N-Q-R
1588,http://web.mta.info/nyct/service/,4th Ave & Pacific St at NE corner1,POINT( -73.97841200 40.68392800),2-3-4-5-B-D-N-Q-R
1587,http://web.mta.info/nyct/service/,4th Ave & Pacific St at NW corner,POINT( -73.97887900 40.68390500),2-3-4-5-B-D-N-Q-R
1593,http://web.mta.info/nyct/service/,4th Ave & Prospect Ave at NE corner,POINT( -73.99272900 40.66529900),R
1900,http://web.mta.info/nyct/service/,4th Ave & Prospect Ave at SE corner,POINT( -73.99324500 40.66526900),R
1594,http://web.mta.info/nyct/service/,4th Ave & Prospect Ave at SW corner,POINT( -73.99300200 40.66505800),R
1589,http://web.mta.info/nyct/service/,4th Ave & Union St at SE corner,POINT( -73.98313300 40.67700100),R
